Adjusted for Inflation Title,Adjusted for Inflation Notes,Year Date,Metric Filter,Format Value # (Billion),Format Value # (Million),Adjusted for Inflation Flag,Value (For Charting),Axis (1),Label for Button (Pie),Billions (Show Totals),Millions (Show Totals),Format (copy),Format,Metric,Number of Records,Year,Value (Actual),Value (Actual) (copy),Year (copy)
,,2008,Value,,$368.4M,,368.4,1,View Single Year,,368.4M,CD,CD,Units,1,2008,$368M,$368M,2008
,,2008,Value,,$0.7M,,0.7,1,View Single Year,,0.7M,CD Single,CD Single,Units,1,2008,$1M,$1M,2008
,,2008,Value,,$0.1M,,0.1,1,View Single Year,,0.1M,Cassette,Cassette,Units,1,2008,$0M,$0M,2008
,,2008,Value,,,,,1,View Single Year,,,Cassette Single,Cassette Single,Units,1,2008,,,2008
,,2008,Value,,$2.9M,,2.9,1,View Single Year,,2.9M,LP/EP,LP/EP,Units,1,2008,$3M,$3M,2008
,,2008,Value,,$0.4M,,0.4,1,View Single Year,,0.4M,Vinyl Single,Vinyl Single,Units,1,2008,$0M,$0M,2008
,,2008,Value,,,,,1,View Single Year,,,8 - Track,8 - Track,Units,1,2008,,,2008
,,2008,Value,,,,,1,View Single Year,,,Other Tapes,Other Tapes,Units,1,2008,,,2008
,,2008,Value,,$13.2M,,13.2,1,View Single Year,,13.2M,Music Video (Physical),Music Video (Physical),Units,1,2008,$13M,$13M,2008
,,2008,Value,,$0.0,,0.04,1,View Single Year,,0.0M,DVD Audio,DVD Audio,Units,1,2008,$0M,$0M,2008
,,2008,Value,,$0.1M,,0.1,1,View Single Year,,0.1M,SACD,SACD,Units,1,2008,$0M,$0M,2008
,,2008,Value,$1.0B,,,1042.7,1,View Single Year,1.0B,,Download Single,Download Single,Units,1,2008,"$1,043M","$1,043M",2008
,,2008,Value,,$63.6M,,63.6,1,View Single Year,,63.6M,Download Album,Download Album,Units,1,2008,$64M,$64M,2008
,,2008,Value,,$1.6M,,1.6,1,View Single Year,,1.6M,Kiosk,Kiosk,Units,1,2008,$2M,$2M,2008
,,2008,Value,,$20.8M,,20.8,1,View Single Year,,20.8M,Download Music Video,Download Music Video,Units,1,2008,$21M,$21M,2008
,,2008,Value,,$405.1M,,405.1,1,View Single Year,,405.1M,Ringtones & Ringbacks,Ringtones & Ringbacks,Units,1,2008,$405M,$405M,2008
,,2008,Value,,,,,1,View Single Year,,,,,Units,1,2008,,,2008
,,2008,Value,,$1.6M,,1.6,1,View Single Year,,1.6M,Paid Subscriptions,Paid Subscriptions,Units,1,2008,$2M,$2M,2008
,,2008,Value,$5.5B,,,5471.3,1,View Single Year,5.5B,,CD,CD,Value,1,2008,"$5,471M","$5,471M",2008
,,2008,Value,,$3.5M,,3.5,1,View Single Year,,3.5M,CD Single,CD Single,Value,1,2008,$4M,$4M,2008
,,2008,Value,,$0.9M,,0.9,1,View Single Year,,0.9M,Cassette,Cassette,Value,1,2008,$1M,$1M,2008
,,2008,Value,,,,,1,View Single Year,,,Cassette Single,Cassette Single,Value,1,2008,,,2008
,,2008,Value,,$56.7M,,56.7,1,View Single Year,,56.7M,LP/EP,LP/EP,Value,1,2008,$57M,$57M,2008
,,2008,Value,,$2.9M,,2.9,1,View Single Year,,2.9M,Vinyl Single,Vinyl Single,Value,1,2008,$3M,$3M,2008
,,2008,Value,,,,,1,View Single Year,,,8 - Track,8 - Track,Value,1,2008,,,2008
,,2008,Value,,,,,1,View Single Year,,,Other Tapes,Other Tapes,Value,1,2008,,,2008
,,2008,Value,,$227.3M,,227.3,1,View Single Year,,227.3M,Music Video (Physical),Music Video (Physical),Value,1,2008,$227M,$227M,2008
,,2008,Value,,$1.2M,,1.2,1,View Single Year,,1.2M,DVD Audio,DVD Audio,Value,1,2008,$1M,$1M,2008
,,2008,Value,,$3.1M,,3.1,1,View Single Year,,3.1M,SACD,SACD,Value,1,2008,$3M,$3M,2008
,,2008,Value,$1.0B,,,1032.2,1,View Single Year,1.0B,,Download Single,Download Single,Value,1,2008,"$1,032M","$1,032M",2008
,,2008,Value,,$635.3M,,635.3,1,View Single Year,,635.3M,Download Album,Download Album,Value,1,2008,$635M,$635M,2008
,,2008,Value,,$2.6M,,2.6,1,View Single Year,,2.6M,Kiosk,Kiosk,Value,1,2008,$3M,$3M,2008
,,2008,Value,,$41.3M,,41.3,1,View Single Year,,41.3M,Download Music Video,Download Music Video,Value,1,2008,$41M,$41M,2008
,,2008,Value,,$977.1M,,977.1,1,View Single Year,,977.1M,Ringtones & Ringbacks,Ringtones & Ringbacks,Value,1,2008,$977M,$977M,2008
,,2008,Value,,,,,1,View Single Year,,,Other Digital,Other Digital,Value,1,2008,,,2008
,,2008,Value,,$221.4M,,221.4,1,View Single Year,,221.4M,Paid Subscription,Paid Subscription,Value,1,2008,$221M,$221M,2008
,,2008,Value,,,,,1,View Single Year,,,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,1,2008,,,2008
,,2008,Value,,$100.0M,,100,1,View Single Year,,100.0M,SoundExchange Distributions,SoundExchange Distributions,Value,1,2008,$100M,$100M,2008
,,2008,Value,,,,,1,View Single Year,,,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,1,2008,,,2008
,,2008,Value,,,,,1,View Single Year,,,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,1,2008,,,2008
,,2008,Value,,,,,1,View Single Year,,,Synchronization,Synchronization,Value,1,2008,,,2008
,,2008,Value,$6.2B,,,6229.012396483,1,View Single Year,6.2B,,CD,CD,Value (Adjusted),1,2008,"$6,229M","$6,229M",2008
,,2008,Value,,$4.0M,,3.984709920,1,View Single Year,,4.0M,CD Single,CD Single,Value (Adjusted),1,2008,$4M,$4M,2008
,,2008,Value,,$1.0M,,1.024639694,1,View Single Year,,1.0M,Cassette,Cassette,Value (Adjusted),1,2008,$1M,$1M,2008
,,2008,Value,,,,,1,View Single Year,,,Cassette Single,Cassette Single,Value (Adjusted),1,2008,,,2008
,,2008,Value,,$64.6M,,64.552300711,1,View Single Year,,64.6M,LP/EP,LP/EP,Value (Adjusted),1,2008,$65M,$65M,2008
,,2008,Value,,$3.3M,,3.301616791,1,View Single Year,,3.3M,Vinyl Single,Vinyl Single,Value (Adjusted),1,2008,$3M,$3M,2008
,,2008,Value,,,,,1,View Single Year,,,8 - Track,8 - Track,Value (Adjusted),1,2008,,,2008
,,2008,Value,,,,,1,View Single Year,,,Other Tapes,Other Tapes,Value (Adjusted),1,2008,,,2008
,,2008,Value,,$258.8M,,258.778447119,1,View Single Year,,258.8M,Music Video (Physical),Music Video (Physical),Value (Adjusted),1,2008,$259M,$259M,2008
,,2008,Value,,$1.4M,,1.366186258,1,View Single Year,,1.4M,DVD Audio,DVD Audio,Value (Adjusted),1,2008,$1M,$1M,2008
,,2008,Value,,$3.5M,,3.529314501,1,View Single Year,,3.5M,SACD,SACD,Value (Adjusted),1,2008,$4M,$4M,2008
,,2008,Value,$1.2B,,,1175.147879965,1,View Single Year,1.2B,,Download Single,Download Single,Value (Adjusted),1,2008,"$1,175M","$1,175M",2008
,,2008,Value,,$723.3M,,723.281774987,1,View Single Year,,723.3M,Download Album,Download Album,Value (Adjusted),1,2008,$723M,$723M,2008
,,2008,Value,,$3.0M,,2.960070227,1,View Single Year,,3.0M,Kiosk,Kiosk,Value (Adjusted),1,2008,$3M,$3M,2008
,,2008,Value,,$47.0M,,47.019577061,1,View Single Year,,47.0M,Download Music Video,Download Music Video,Value (Adjusted),1,2008,$47M,$47M,2008
,,2008,Value,$1.1B,,,1112.417160931,1,View Single Year,1.1B,,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),1,2008,"$1,112M","$1,112M",2008
,,2008,Value,,,,,1,View Single Year,,,Other Digital,Other Digital,Value (Adjusted),1,2008,,,2008
,,2008,Value,,$252.1M,,252.061364681,1,View Single Year,,252.1M,Paid Subscription,Paid Subscription,Value (Adjusted),1,2008,$252M,$252M,2008
,,2008,Value,,,,,1,View Single Year,,,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),1,2008,,,2008
,,2008,Value,,$113.8M,,113.848854870,1,View Single Year,,113.8M,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),1,2008,$114M,$114M,2008
,,2008,Value,,,,,1,View Single Year,,,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),1,2008,,,2008
,,2008,Value,,,,,1,View Single Year,,,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),1,2008,,,2008
,,2008,Value,,,,,1,View Single Year,,,Synchronization,Synchronization,Value (Adjusted),1,2008,,,2008
,,2009,Value,,$296.6M,,296.6,1,View Single Year,,296.6M,CD,CD,Units,1,2009,$297M,$297M,2009
,,2009,Value,,$0.9M,,0.9,1,View Single Year,,0.9M,CD Single,CD Single,Units,1,2009,$1M,$1M,2009
,,2009,Value,,,,,1,View Single Year,,,Cassette,Cassette,Units,1,2009,,,2009
,,2009,Value,,,,,1,View Single Year,,,Cassette Single,Cassette Single,Units,1,2009,,,2009
,,2009,Value,,$3.5M,,3.5,1,View Single Year,,3.5M,LP/EP,LP/EP,Units,1,2009,$4M,$4M,2009
,,2009,Value,,$0.3M,,0.3,1,View Single Year,,0.3M,Vinyl Single,Vinyl Single,Units,1,2009,$0M,$0M,2009
,,2009,Value,,,,,1,View Single Year,,,8 - Track,8 - Track,Units,1,2009,,,2009
,,2009,Value,,,,,1,View Single Year,,,Other Tapes,Other Tapes,Units,1,2009,,,2009
,,2009,Value,,$11.6M,,11.6,1,View Single Year,,11.6M,Music Video (Physical),Music Video (Physical),Units,1,2009,$12M,$12M,2009
,,2009,Value,,$0.1M,,0.1,1,View Single Year,,0.1M,DVD Audio,DVD Audio,Units,1,2009,$0M,$0M,2009
,,2009,Value,,$0.1M,,0.1,1,View Single Year,,0.1M,SACD,SACD,Units,1,2009,$0M,$0M,2009
,,2009,Value,$1.1B,,,1124.4,1,View Single Year,1.1B,,Download Single,Download Single,Units,1,2009,"$1,124M","$1,124M",2009
,,2009,Value,,$74.5M,,74.5,1,View Single Year,,74.5M,Download Album,Download Album,Units,1,2009,$75M,$75M,2009
,,2009,Value,,$1.7M,,1.7,1,View Single Year,,1.7M,Kiosk,Kiosk,Units,1,2009,$2M,$2M,2009
,,2009,Value,,$20.5M,,20.5,1,View Single Year,,20.5M,Download Music Video,Download Music Video,Units,1,2009,$21M,$21M,2009
,,2009,Value,,$294.3M,,294.3,1,View Single Year,,294.3M,Ringtones & Ringbacks,Ringtones & Ringbacks,Units,1,2009,$294M,$294M,2009
,,2009,Value,,,,,1,View Single Year,,,,,Units,1,2009,,,2009
,,2009,Value,,$1.2M,,1.2,1,View Single Year,,1.2M,Paid Subscriptions,Paid Subscriptions,Units,1,2009,$1M,$1M,2009
,,2009,Value,$4.3B,,,4318.8,1,View Single Year,4.3B,,CD,CD,Value,1,2009,"$4,319M","$4,319M",2009
,,2009,Value,,$3.1M,,3.1,1,View Single Year,,3.1M,CD Single,CD Single,Value,1,2009,$3M,$3M,2009
,,2009,Value,,$0.0,,0,1,View Single Year,,0.0M,Cassette,Cassette,Value,1,2009,$0M,$0M,2009
,,2009,Value,,,,,1,View Single Year,,,Cassette Single,Cassette Single,Value,1,2009,,,2009
,,2009,Value,,$63.8M,,63.8,1,View Single Year,,63.8M,LP/EP,LP/EP,Value,1,2009,$64M,$64M,2009
,,2009,Value,,$2.5M,,2.5,1,View Single Year,,2.5M,Vinyl Single,Vinyl Single,Value,1,2009,$3M,$3M,2009
,,2009,Value,,,,,1,View Single Year,,,8 - Track,8 - Track,Value,1,2009,,,2009
,,2009,Value,,,,,1,View Single Year,,,Other Tapes,Other Tapes,Value,1,2009,,,2009
,,2009,Value,,$209.6M,,209.6,1,View Single Year,,209.6M,Music Video (Physical),Music Video (Physical),Value,1,2009,$210M,$210M,2009
,,2009,Value,,$1.6M,,1.6,1,View Single Year,,1.6M,DVD Audio,DVD Audio,Value,1,2009,$2M,$2M,2009
,,2009,Value,,$2.4M,,2.4,1,View Single Year,,2.4M,SACD,SACD,Value,1,2009,$2M,$2M,2009
,,2009,Value,$1.2B,,,1172,1,View Single Year,1.2B,,Download Single,Download Single,Value,1,2009,"$1,172M","$1,172M",2009
,,2009,Value,,$744.3M,,744.3,1,View Single Year,,744.3M,Download Album,Download Album,Value,1,2009,$744M,$744M,2009
,,2009,Value,,$6.3M,,6.3,1,View Single Year,,6.3M,Kiosk,Kiosk,Value,1,2009,$6M,$6M,2009
,,2009,Value,,$40.9M,,40.9,1,View Single Year,,40.9M,Download Music Video,Download Music Video,Value,1,2009,$41M,$41M,2009
,,2009,Value,,$702.8M,,702.8,1,View Single Year,,702.8M,Ringtones & Ringbacks,Ringtones & Ringbacks,Value,1,2009,$703M,$703M,2009
,,2009,Value,,,,,1,View Single Year,,,Other Digital,Other Digital,Value,1,2009,,,2009
,,2009,Value,,$206.2M,,206.2,1,View Single Year,,206.2M,Paid Subscription,Paid Subscription,Value,1,2009,$206M,$206M,2009
,,2009,Value,,,,,1,View Single Year,,,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,1,2009,,,2009
,,2009,Value,,$155.5M,,155.5,1,View Single Year,,155.5M,SoundExchange Distributions,SoundExchange Distributions,Value,1,2009,$156M,$156M,2009
,,2009,Value,,,,,1,View Single Year,,,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,1,2009,,,2009
,,2009,Value,,,,,1,View Single Year,,,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,1,2009,,,2009
,,2009,Value,,$201.2M,,201.2,1,View Single Year,,201.2M,Synchronization,Synchronization,Value,1,2009,$201M,$201M,2009
,,2009,Value,$4.9B,,,4934.460051180,1,View Single Year,4.9B,,CD,CD,Value (Adjusted),1,2009,"$4,934M","$4,934M",2009
,,2009,Value,,$3.5M,,3.541915847,1,View Single Year,,3.5M,CD Single,CD Single,Value (Adjusted),1,2009,$4M,$4M,2009
,,2009,Value,,,,,1,View Single Year,,,Cassette,Cassette,Value (Adjusted),1,2009,,,2009
,,2009,Value,,,,,1,View Single Year,,,Cassette Single,Cassette Single,Value (Adjusted),1,2009,,,2009
,,2009,Value,,$72.9M,,72.894913232,1,View Single Year,,72.9M,LP/EP,LP/EP,Value (Adjusted),1,2009,$73M,$73M,2009
,,2009,Value,,$2.9M,,2.856383747,1,View Single Year,,2.9M,Vinyl Single,Vinyl Single,Value (Adjusted),1,2009,$3M,$3M,2009
,,2009,Value,,,,,1,View Single Year,,,8 - Track,8 - Track,Value (Adjusted),1,2009,,,2009
,,2009,Value,,,,,1,View Single Year,,,Other Tapes,Other Tapes,Value (Adjusted),1,2009,,,2009
,,2009,Value,,$239.5M,,239.479213376,1,View Single Year,,239.5M,Music Video (Physical),Music Video (Physical),Value (Adjusted),1,2009,$239M,$239M,2009
,,2009,Value,,$1.8M,,1.828085598,1,View Single Year,,1.8M,DVD Audio,DVD Audio,Value (Adjusted),1,2009,$2M,$2M,2009
,,2009,Value,,$2.7M,,2.742128397,1,View Single Year,,2.7M,SACD,SACD,Value (Adjusted),1,2009,$3M,$3M,2009
,,2009,Value,$1.3B,,,1339.072700746,1,View Single Year,1.3B,,Download Single,Download Single,Value (Adjusted),1,2009,"$1,339M","$1,339M",2009
,,2009,Value,,$850.4M,,850.402569254,1,View Single Year,,850.4M,Download Album,Download Album,Value (Adjusted),1,2009,$850M,$850M,2009
,,2009,Value,,$7.2M,,7.198087043,1,View Single Year,,7.2M,Kiosk,Kiosk,Value (Adjusted),1,2009,$7M,$7M,2009
,,2009,Value,,$46.7M,,46.730438106,1,View Single Year,,46.7M,Download Music Video,Download Music Video,Value (Adjusted),1,2009,$47M,$47M,2009
,,2009,Value,,$803.0M,,802.986599048,1,View Single Year,,803.0M,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),1,2009,$803M,$803M,2009
,,2009,Value,,,,,1,View Single Year,,,Other Digital,Other Digital,Value (Adjusted),1,2009,,,2009
,,2009,Value,,$235.6M,,235.594531479,1,View Single Year,,235.6M,Paid Subscription,Paid Subscription,Value (Adjusted),1,2009,$236M,$236M,2009
,,2009,Value,,,,,1,View Single Year,,,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),1,2009,,,2009
,,2009,Value,,$177.7M,,177.667069084,1,View Single Year,,177.7M,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),1,2009,$178M,$178M,2009
,,2009,Value,,,,,1,View Single Year,,,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),1,2009,,,2009
,,2009,Value,,,,,1,View Single Year,,,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),1,2009,,,2009
,,2009,Value,,$229.9M,,229.881763985,1,View Single Year,,229.9M,Synchronization,Synchronization,Value (Adjusted),1,2009,$230M,$230M,2009
,,2010,Value,,$253.0M,,253,1,View Single Year,,253.0M,CD,CD,Units,1,2010,$253M,$253M,2010
,,2010,Value,,$1.0M,,1,1,View Single Year,,1.0M,CD Single,CD Single,Units,1,2010,$1M,$1M,2010
,,2010,Value,,,,,1,View Single Year,,,Cassette,Cassette,Units,1,2010,,,2010
,,2010,Value,,,,,1,View Single Year,,,Cassette Single,Cassette Single,Units,1,2010,,,2010
,,2010,Value,,$4.2M,,4.2,1,View Single Year,,4.2M,LP/EP,LP/EP,Units,1,2010,$4M,$4M,2010
,,2010,Value,,$0.3M,,0.3,1,View Single Year,,0.3M,Vinyl Single,Vinyl Single,Units,1,2010,$0M,$0M,2010
,,2010,Value,,,,,1,View Single Year,,,8 - Track,8 - Track,Units,1,2010,,,2010
,,2010,Value,,,,,1,View Single Year,,,Other Tapes,Other Tapes,Units,1,2010,,,2010
,,2010,Value,,$9.1M,,9.1,1,View Single Year,,9.1M,Music Video (Physical),Music Video (Physical),Units,1,2010,$9M,$9M,2010
,,2010,Value,,$0.0,,0.04,1,View Single Year,,0.0M,DVD Audio,DVD Audio,Units,1,2010,$0M,$0M,2010
,,2010,Value,,$0.1M,,0.1,1,View Single Year,,0.1M,SACD,SACD,Units,1,2010,$0M,$0M,2010
,,2010,Value,$1.2B,,,1177.4,1,View Single Year,1.2B,,Download Single,Download Single,Units,1,2010,"$1,177M","$1,177M",2010
,,2010,Value,,$85.8M,,85.8,1,View Single Year,,85.8M,Download Album,Download Album,Units,1,2010,$86M,$86M,2010
,,2010,Value,,$1.7M,,1.7,1,View Single Year,,1.7M,Kiosk,Kiosk,Units,1,2010,$2M,$2M,2010
,,2010,Value,,$18.4M,,18.4,1,View Single Year,,18.4M,Download Music Video,Download Music Video,Units,1,2010,$18M,$18M,2010
,,2010,Value,,$188.5M,,188.5,1,View Single Year,,188.5M,Ringtones & Ringbacks,Ringtones & Ringbacks,Units,1,2010,$189M,$189M,2010
,,2010,Value,,,,,1,View Single Year,,,,,Units,1,2010,,,2010
,,2010,Value,,$1.5M,,1.5,1,View Single Year,,1.5M,Paid Subscriptions,Paid Subscriptions,Units,1,2010,$2M,$2M,2010
,,2010,Value,$3.4B,,,3389.4,1,View Single Year,3.4B,,CD,CD,Value,1,2010,"$3,389M","$3,389M",2010
,,2010,Value,,$2.9M,,2.9,1,View Single Year,,2.9M,CD Single,CD Single,Value,1,2010,$3M,$3M,2010
,,2010,Value,,,,,1,View Single Year,,,Cassette,Cassette,Value,1,2010,,,2010
,,2010,Value,,,,,1,View Single Year,,,Cassette Single,Cassette Single,Value,1,2010,,,2010
,,2010,Value,,$88.9M,,88.9,1,View Single Year,,88.9M,LP/EP,LP/EP,Value,1,2010,$89M,$89M,2010
,,2010,Value,,$2.3M,,2.3,1,View Single Year,,2.3M,Vinyl Single,Vinyl Single,Value,1,2010,$2M,$2M,2010
,,2010,Value,,,,,1,View Single Year,,,8 - Track,8 - Track,Value,1,2010,,,2010
,,2010,Value,,,,,1,View Single Year,,,Other Tapes,Other Tapes,Value,1,2010,,,2010
,,2010,Value,,$177.6M,,177.6,1,View Single Year,,177.6M,Music Video (Physical),Music Video (Physical),Value,1,2010,$178M,$178M,2010
,,2010,Value,,$0.9M,,0.9,1,View Single Year,,0.9M,DVD Audio,DVD Audio,Value,1,2010,$1M,$1M,2010
,,2010,Value,,$1.7M,,1.7,1,View Single Year,,1.7M,SACD,SACD,Value,1,2010,$2M,$2M,2010
,,2010,Value,$1.3B,,,1336.4,1,View Single Year,1.3B,,Download Single,Download Single,Value,1,2010,"$1,336M","$1,336M",2010
,,2010,Value,,$872.4M,,872.4,1,View Single Year,,872.4M,Download Album,Download Album,Value,1,2010,$872M,$872M,2010
,,2010,Value,,$6.4M,,6.4,1,View Single Year,,6.4M,Kiosk,Kiosk,Value,1,2010,$6M,$6M,2010
,,2010,Value,,$36.6M,,36.6,1,View Single Year,,36.6M,Download Music Video,Download Music Video,Value,1,2010,$37M,$37M,2010
,,2010,Value,,$448.0M,,448,1,View Single Year,,448.0M,Ringtones & Ringbacks,Ringtones & Ringbacks,Value,1,2010,$448M,$448M,2010
,,2010,Value,,,,,1,View Single Year,,,Other Digital,Other Digital,Value,1,2010,,,2010
,,2010,Value,,$212.4M,,212.4,1,View Single Year,,212.4M,Paid Subscription,Paid Subscription,Value,1,2010,$212M,$212M,2010
,,2010,Value,,,,,1,View Single Year,,,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,1,2010,,,2010
,,2010,Value,,$249.2M,,249.2,1,View Single Year,,249.2M,SoundExchange Distributions,SoundExchange Distributions,Value,1,2010,$249M,$249M,2010
,,2010,Value,,,,,1,View Single Year,,,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,1,2010,,,2010
,,2010,Value,,,,,1,View Single Year,,,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,1,2010,,,2010
,,2010,Value,,$188.7M,,188.7,1,View Single Year,,188.7M,Synchronization,Synchronization,Value,1,2010,$189M,$189M,2010
,,2010,Value,$3.8B,,,3810.075063286,1,View Single Year,3.8B,,CD,CD,Value (Adjusted),1,2010,"$3,810M","$3,810M",2010
,,2010,Value,,$3.3M,,3.259933228,1,View Single Year,,3.3M,CD Single,CD Single,Value (Adjusted),1,2010,$3M,$3M,2010
,,2010,Value,,,,,1,View Single Year,,,Cassette,Cassette,Value (Adjusted),1,2010,,,2010
,,2010,Value,,,,,1,View Single Year,,,Cassette Single,Cassette Single,Value (Adjusted),1,2010,,,2010
,,2010,Value,,$99.9M,,99.933815167,1,View Single Year,,99.9M,LP/EP,LP/EP,Value (Adjusted),1,2010,$100M,$100M,2010
,,2010,Value,,$2.6M,,2.585464284,1,View Single Year,,2.6M,Vinyl Single,Vinyl Single,Value (Adjusted),1,2010,$3M,$3M,2010
,,2010,Value,,,,,1,View Single Year,,,8 - Track,8 - Track,Value (Adjusted),1,2010,,,2010
,,2010,Value,,,,,1,View Single Year,,,Other Tapes,Other Tapes,Value (Adjusted),1,2010,,,2010
,,2010,Value,,$199.6M,,199.642807352,1,View Single Year,,199.6M,Music Video (Physical),Music Video (Physical),Value (Adjusted),1,2010,$200M,$200M,2010
,,2010,Value,,$1.0M,,1.011703416,1,View Single Year,,1.0M,DVD Audio,DVD Audio,Value (Adjusted),1,2010,$1M,$1M,2010
,,2010,Value,,$1.9M,,1.910995341,1,View Single Year,,1.9M,SACD,SACD,Value (Adjusted),1,2010,$2M,$2M,2010
,,2010,Value,$1.5B,,,1502.267160729,1,View Single Year,1.5B,,Download Single,Download Single,Value (Adjusted),1,2010,"$1,502M","$1,502M",2010
,,2010,Value,,$980.7M,,980.677844224,1,View Single Year,,980.7M,Download Album,Download Album,Value (Adjusted),1,2010,$981M,$981M,2010
,,2010,Value,,$7.2M,,7.194335400,1,View Single Year,,7.2M,Kiosk,Kiosk,Value (Adjusted),1,2010,$7M,$7M,2010
,,2010,Value,,$41.1M,,41.142605569,1,View Single Year,,41.1M,Download Music Video,Download Music Video,Value (Adjusted),1,2010,$41M,$41M,2010
,,2010,Value,,$503.6M,,503.603478006,1,View Single Year,,503.6M,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),1,2010,$504M,$504M,2010
,,2010,Value,,,,,1,View Single Year,,,Other Digital,Other Digital,Value (Adjusted),1,2010,,,2010
,,2010,Value,,$238.8M,,238.762006090,1,View Single Year,,238.8M,Paid Subscription,Paid Subscription,Value (Adjusted),1,2010,$239M,$239M,2010
,,2010,Value,,,,,1,View Single Year,,,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),1,2010,,,2010
,,2010,Value,,$280.1M,,280.129434641,1,View Single Year,,280.1M,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),1,2010,$280M,$280M,2010
,,2010,Value,,,,,1,View Single Year,,,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),1,2010,,,2010
,,2010,Value,,,,,1,View Single Year,,,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),1,2010,,,2010
,,2010,Value,,$212.1M,,212.120482812,1,View Single Year,,212.1M,Synchronization,Synchronization,Value (Adjusted),1,2010,$212M,$212M,2010
,,2011,Value,,$240.8M,,240.8,1,View Single Year,,240.8M,CD,CD,Units,1,2011,$241M,$241M,2011
,,2011,Value,,$1.3M,,1.3,1,View Single Year,,1.3M,CD Single,CD Single,Units,1,2011,$1M,$1M,2011
,,2011,Value,,,,,1,View Single Year,,,Cassette,Cassette,Units,1,2011,,,2011
,,2011,Value,,,,,1,View Single Year,,,Cassette Single,Cassette Single,Units,1,2011,,,2011
,,2011,Value,,$5.5M,,5.5,1,View Single Year,,5.5M,LP/EP,LP/EP,Units,1,2011,$6M,$6M,2011
,,2011,Value,,$0.4M,,0.4,1,View Single Year,,0.4M,Vinyl Single,Vinyl Single,Units,1,2011,$0M,$0M,2011
,,2011,Value,,,,,1,View Single Year,,,8 - Track,8 - Track,Units,1,2011,,,2011
,,2011,Value,,,,,1,View Single Year,,,Other Tapes,Other Tapes,Units,1,2011,,,2011
,,2011,Value,,$7.7M,,7.7,1,View Single Year,,7.7M,Music Video (Physical),Music Video (Physical),Units,1,2011,$8M,$8M,2011
,,2011,Value,,$0.0,,0.01,1,View Single Year,,0.0M,DVD Audio,DVD Audio,Units,1,2011,$0M,$0M,2011
,,2011,Value,,$0.1M,,0.1,1,View Single Year,,0.1M,SACD,SACD,Units,1,2011,$0M,$0M,2011
,,2011,Value,$1.3B,,,1332.3,1,View Single Year,1.3B,,Download Single,Download Single,Units,1,2011,"$1,332M","$1,332M",2011
,,2011,Value,,$103.9M,,103.9,1,View Single Year,,103.9M,Download Album,Download Album,Units,1,2011,$104M,$104M,2011
,,2011,Value,,$1.3M,,1.3,1,View Single Year,,1.3M,Kiosk,Kiosk,Units,1,2011,$1M,$1M,2011
,,2011,Value,,$16.3M,,16.3,1,View Single Year,,16.3M,Download Music Video,Download Music Video,Units,1,2011,$16M,$16M,2011
,,2011,Value,,$115.4M,,115.4,1,View Single Year,,115.4M,Ringtones & Ringbacks,Ringtones & Ringbacks,Units,1,2011,$115M,$115M,2011
,,2011,Value,,,,,1,View Single Year,,,,,Units,1,2011,,,2011
,,2011,Value,,$1.8M,,1.8,1,View Single Year,,1.8M,Paid Subscriptions,Paid Subscriptions,Units,1,2011,$2M,$2M,2011
,,2011,Value,$3.1B,,,3100.7,1,View Single Year,3.1B,,CD,CD,Value,1,2011,"$3,101M","$3,101M",2011
,,2011,Value,,$3.5M,,3.5,1,View Single Year,,3.5M,CD Single,CD Single,Value,1,2011,$4M,$4M,2011
,,2011,Value,,,,,1,View Single Year,,,Cassette,Cassette,Value,1,2011,,,2011
,,2011,Value,,,,,1,View Single Year,,,Cassette Single,Cassette Single,Value,1,2011,,,2011
