Adjusted for Inflation Title,Adjusted for Inflation Notes,Year Date,Metric Filter,Format Value # (Billion),Format Value # (Million),Adjusted for Inflation Flag,Value (For Charting),Axis (1),Label for Button (Pie),Billions (Show Totals),Millions (Show Totals),Format (copy),Format,Metric,Number of Records,Year,Value (Actual),Value (Actual) (copy),Year (copy)
,,1973,Value,,,,,1,View Single Year,,,CD,CD,Units,1,1973,,,1973
,,1973,Value,,,,,1,View Single Year,,,CD Single,CD Single,Units,1,1973,,,1973
,,1973,Value,,$15.0M,,15,1,View Single Year,,15.0M,Cassette,Cassette,Units,1,1973,$15M,$15M,1973
,,1973,Value,,,,,1,View Single Year,,,Cassette Single,Cassette Single,Units,1,1973,,,1973
,,1973,Value,,$280.0M,,280,1,View Single Year,,280.0M,LP/EP,LP/EP,Units,1,1973,$280M,$280M,1973
,,1973,Value,,$228.0M,,228,1,View Single Year,,228.0M,Vinyl Single,Vinyl Single,Units,1,1973,$228M,$228M,1973
,,1973,Value,,$91.0M,,91,1,View Single Year,,91.0M,8 - Track,8 - Track,Units,1,1973,$91M,$91M,1973
,,1973,Value,,$2.2M,,2.2,1,View Single Year,,2.2M,Other Tapes,Other Tapes,Units,1,1973,$2M,$2M,1973
,,1973,Value,,,,,1,View Single Year,,,Music Video (Physical),Music Video (Physical),Units,1,1973,,,1973
,,1973,Value,,,,,1,View Single Year,,,DVD Audio,DVD Audio,Units,1,1973,,,1973
,,1973,Value,,,,,1,View Single Year,,,SACD,SACD,Units,1,1973,,,1973
,,1973,Value,,,,,1,View Single Year,,,Download Single,Download Single,Units,1,1973,,,1973
,,1973,Value,,,,,1,View Single Year,,,Download Album,Download Album,Units,1,1973,,,1973
,,1973,Value,,,,,1,View Single Year,,,Kiosk,Kiosk,Units,1,1973,,,1973
,,1973,Value,,,,,1,View Single Year,,,Download Music Video,Download Music Video,Units,1,1973,,,1973
,,1973,Value,,,,,1,View Single Year,,,Ringtones & Ringbacks,Ringtones & Ringbacks,Units,1,1973,,,1973
,,1973,Value,,,,,1,View Single Year,,,,,Units,1,1973,,,1973
,,1973,Value,,,,,1,View Single Year,,,Paid Subscriptions,Paid Subscriptions,Units,1,1973,,,1973
,,1973,Value,,,,,1,View Single Year,,,CD,CD,Value,1,1973,,,1973
,,1973,Value,,,,,1,View Single Year,,,CD Single,CD Single,Value,1,1973,,,1973
,,1973,Value,,$76.0M,,76,1,View Single Year,,76.0M,Cassette,Cassette,Value,1,1973,$76M,$76M,1973
,,1973,Value,,,,,1,View Single Year,,,Cassette Single,Cassette Single,Value,1,1973,,,1973
,,1973,Value,$1.2B,,,1246,1,View Single Year,1.2B,,LP/EP,LP/EP,Value,1,1973,"$1,246M","$1,246M",1973
,,1973,Value,,$190.0M,,190,1,View Single Year,,190.0M,Vinyl Single,Vinyl Single,Value,1,1973,$190M,$190M,1973
,,1973,Value,,$489.0M,,489,1,View Single Year,,489.0M,8 - Track,8 - Track,Value,1,1973,$489M,$489M,1973
,,1973,Value,,$15.6M,,15.6,1,View Single Year,,15.6M,Other Tapes,Other Tapes,Value,1,1973,$16M,$16M,1973
,,1973,Value,,,,,1,View Single Year,,,Music Video (Physical),Music Video (Physical),Value,1,1973,,,1973
,,1973,Value,,,,,1,View Single Year,,,DVD Audio,DVD Audio,Value,1,1973,,,1973
,,1973,Value,,,,,1,View Single Year,,,SACD,SACD,Value,1,1973,,,1973
,,1973,Value,,,,,1,View Single Year,,,Download Single,Download Single,Value,1,1973,,,1973
,,1973,Value,,,,,1,View Single Year,,,Download Album,Download Album,Value,1,1973,,,1973
,,1973,Value,,,,,1,View Single Year,,,Kiosk,Kiosk,Value,1,1973,,,1973
,,1973,Value,,,,,1,View Single Year,,,Download Music Video,Download Music Video,Value,1,1973,,,1973
,,1973,Value,,,,,1,View Single Year,,,Ringtones & Ringbacks,Ringtones & Ringbacks,Value,1,1973,,,1973
,,1973,Value,,,,,1,View Single Year,,,Other Digital,Other Digital,Value,1,1973,,,1973
,,1973,Value,,,,,1,View Single Year,,,Paid Subscription,Paid Subscription,Value,1,1973,,,1973
,,1973,Value,,,,,1,View Single Year,,,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,1,1973,,,1973
,,1973,Value,,,,,1,View Single Year,,,SoundExchange Distributions,SoundExchange Distributions,Value,1,1973,,,1973
,,1973,Value,,,,,1,View Single Year,,,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,1,1973,,,1973
,,1973,Value,,,,,1,View Single Year,,,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,1,1973,,,1973
,,1973,Value,,,,,1,View Single Year,,,Synchronization,Synchronization,Value,1,1973,,,1973
,,1973,Value,,,,,1,View Single Year,,,CD,CD,Value (Adjusted),1,1973,,,1973
,,1973,Value,,,,,1,View Single Year,,,CD Single,CD Single,Value (Adjusted),1,1973,,,1973
,,1973,Value,,$419.6M,,419.574774775,1,View Single Year,,419.6M,Cassette,Cassette,Value (Adjusted),1,1973,$420M,$420M,1973
,,1973,Value,,,,,1,View Single Year,,,Cassette Single,Cassette Single,Value (Adjusted),1,1973,,,1973
,,1973,Value,$6.9B,,,6878.818018018,1,View Single Year,6.9B,,LP/EP,LP/EP,Value (Adjusted),1,1973,"$6,879M","$6,879M",1973
,,1973,Value,$1.0B,,,1048.936936937,1,View Single Year,1.0B,,Vinyl Single,Vinyl Single,Value (Adjusted),1,1973,"$1,049M","$1,049M",1973
,,1973,Value,$2.7B,,,2699.632432432,1,View Single Year,2.7B,,8 - Track,8 - Track,Value (Adjusted),1,1973,"$2,700M","$2,700M",1973
,,1973,Value,,$86.1M,,86.123243243,1,View Single Year,,86.1M,Other Tapes,Other Tapes,Value (Adjusted),1,1973,$86M,$86M,1973
,,1973,Value,,,,,1,View Single Year,,,Music Video (Physical),Music Video (Physical),Value (Adjusted),1,1973,,,1973
,,1973,Value,,,,,1,View Single Year,,,DVD Audio,DVD Audio,Value (Adjusted),1,1973,,,1973
,,1973,Value,,,,,1,View Single Year,,,SACD,SACD,Value (Adjusted),1,1973,,,1973
,,1973,Value,,,,,1,View Single Year,,,Download Single,Download Single,Value (Adjusted),1,1973,,,1973
,,1973,Value,,,,,1,View Single Year,,,Download Album,Download Album,Value (Adjusted),1,1973,,,1973
,,1973,Value,,,,,1,View Single Year,,,Kiosk,Kiosk,Value (Adjusted),1,1973,,,1973
,,1973,Value,,,,,1,View Single Year,,,Download Music Video,Download Music Video,Value (Adjusted),1,1973,,,1973
,,1973,Value,,,,,1,View Single Year,,,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),1,1973,,,1973
,,1973,Value,,,,,1,View Single Year,,,Other Digital,Other Digital,Value (Adjusted),1,1973,,,1973
,,1973,Value,,,,,1,View Single Year,,,Paid Subscription,Paid Subscription,Value (Adjusted),1,1973,,,1973
,,1973,Value,,,,,1,View Single Year,,,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),1,1973,,,1973
,,1973,Value,,,,,1,View Single Year,,,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),1,1973,,,1973
,,1973,Value,,,,,1,View Single Year,,,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),1,1973,,,1973
,,1973,Value,,,,,1,View Single Year,,,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),1,1973,,,1973
,,1973,Value,,,,,1,View Single Year,,,Synchronization,Synchronization,Value (Adjusted),1,1973,,,1973
,,1974,Value,,,,,1,View Single Year,,,CD,CD,Units,1,1974,,,1974
,,1974,Value,,,,,1,View Single Year,,,CD Single,CD Single,Units,1,1974,,,1974
,,1974,Value,,$15.3M,,15.3,1,View Single Year,,15.3M,Cassette,Cassette,Units,1,1974,$15M,$15M,1974
,,1974,Value,,,,,1,View Single Year,,,Cassette Single,Cassette Single,Units,1,1974,,,1974
,,1974,Value,,$276.0M,,276,1,View Single Year,,276.0M,LP/EP,LP/EP,Units,1,1974,$276M,$276M,1974
,,1974,Value,,$204.0M,,204,1,View Single Year,,204.0M,Vinyl Single,Vinyl Single,Units,1,1974,$204M,$204M,1974
,,1974,Value,,$96.7M,,96.7,1,View Single Year,,96.7M,8 - Track,8 - Track,Units,1,1974,$97M,$97M,1974
,,1974,Value,,$1.9M,,1.9,1,View Single Year,,1.9M,Other Tapes,Other Tapes,Units,1,1974,$2M,$2M,1974
,,1974,Value,,,,,1,View Single Year,,,Music Video (Physical),Music Video (Physical),Units,1,1974,,,1974
,,1974,Value,,,,,1,View Single Year,,,DVD Audio,DVD Audio,Units,1,1974,,,1974
,,1974,Value,,,,,1,View Single Year,,,SACD,SACD,Units,1,1974,,,1974
,,1974,Value,,,,,1,View Single Year,,,Download Single,Download Single,Units,1,1974,,,1974
,,1974,Value,,,,,1,View Single Year,,,Download Album,Download Album,Units,1,1974,,,1974
,,1974,Value,,,,,1,View Single Year,,,Kiosk,Kiosk,Units,1,1974,,,1974
,,1974,Value,,,,,1,View Single Year,,,Download Music Video,Download Music Video,Units,1,1974,,,1974
,,1974,Value,,,,,1,View Single Year,,,Ringtones & Ringbacks,Ringtones & Ringbacks,Units,1,1974,,,1974
,,1974,Value,,,,,1,View Single Year,,,,,Units,1,1974,,,1974
,,1974,Value,,,,,1,View Single Year,,,Paid Subscriptions,Paid Subscriptions,Units,1,1974,,,1974
,,1974,Value,,,,,1,View Single Year,,,CD,CD,Value,1,1974,,,1974
,,1974,Value,,,,,1,View Single Year,,,CD Single,CD Single,Value,1,1974,,,1974
,,1974,Value,,$87.2M,,87.2,1,View Single Year,,87.2M,Cassette,Cassette,Value,1,1974,$87M,$87M,1974
,,1974,Value,,,,,1,View Single Year,,,Cassette Single,Cassette Single,Value,1,1974,,,1974
,,1974,Value,$1.4B,,,1356,1,View Single Year,1.4B,,LP/EP,LP/EP,Value,1,1974,"$1,356M","$1,356M",1974
,,1974,Value,,$194.0M,,194,1,View Single Year,,194.0M,Vinyl Single,Vinyl Single,Value,1,1974,$194M,$194M,1974
,,1974,Value,,$549.2M,,549.2,1,View Single Year,,549.2M,8 - Track,8 - Track,Value,1,1974,$549M,$549M,1974
,,1974,Value,,$13.3M,,13.3,1,View Single Year,,13.3M,Other Tapes,Other Tapes,Value,1,1974,$13M,$13M,1974
,,1974,Value,,,,,1,View Single Year,,,Music Video (Physical),Music Video (Physical),Value,1,1974,,,1974
,,1974,Value,,,,,1,View Single Year,,,DVD Audio,DVD Audio,Value,1,1974,,,1974
,,1974,Value,,,,,1,View Single Year,,,SACD,SACD,Value,1,1974,,,1974
,,1974,Value,,,,,1,View Single Year,,,Download Single,Download Single,Value,1,1974,,,1974
,,1974,Value,,,,,1,View Single Year,,,Download Album,Download Album,Value,1,1974,,,1974
,,1974,Value,,,,,1,View Single Year,,,Kiosk,Kiosk,Value,1,1974,,,1974
,,1974,Value,,,,,1,View Single Year,,,Download Music Video,Download Music Video,Value,1,1974,,,1974
,,1974,Value,,,,,1,View Single Year,,,Ringtones & Ringbacks,Ringtones & Ringbacks,Value,1,1974,,,1974
,,1974,Value,,,,,1,View Single Year,,,Other Digital,Other Digital,Value,1,1974,,,1974
,,1974,Value,,,,,1,View Single Year,,,Paid Subscription,Paid Subscription,Value,1,1974,,,1974
,,1974,Value,,,,,1,View Single Year,,,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,1,1974,,,1974
,,1974,Value,,,,,1,View Single Year,,,SoundExchange Distributions,SoundExchange Distributions,Value,1,1974,,,1974
,,1974,Value,,,,,1,View Single Year,,,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,1,1974,,,1974
,,1974,Value,,,,,1,View Single Year,,,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,1,1974,,,1974
,,1974,Value,,,,,1,View Single Year,,,Synchronization,Synchronization,Value,1,1974,,,1974
,,1974,Value,,,,,1,View Single Year,,,CD,CD,Value (Adjusted),1,1974,,,1974
,,1974,Value,,,,,1,View Single Year,,,CD Single,CD Single,Value (Adjusted),1,1974,,,1974
,,1974,Value,,$433.6M,,433.559107505,1,View Single Year,,433.6M,Cassette,Cassette,Value (Adjusted),1,1974,$434M,$434M,1974
,,1974,Value,,,,,1,View Single Year,,,Cassette Single,Cassette Single,Value (Adjusted),1,1974,,,1974
,,1974,Value,$6.7B,,,6742.043002028,1,View Single Year,6.7B,,LP/EP,LP/EP,Value (Adjusted),1,1974,"$6,742M","$6,742M",1974
,,1974,Value,,$964.6M,,964.569574037,1,View Single Year,,964.6M,Vinyl Single,Vinyl Single,Value (Adjusted),1,1974,$965M,$965M,1974
,,1974,Value,$2.7B,,,2730.626855984,1,View Single Year,2.7B,,8 - Track,8 - Track,Value (Adjusted),1,1974,"$2,731M","$2,731M",1974
,,1974,Value,,$66.1M,,66.127707911,1,View Single Year,,66.1M,Other Tapes,Other Tapes,Value (Adjusted),1,1974,$66M,$66M,1974
,,1974,Value,,,,,1,View Single Year,,,Music Video (Physical),Music Video (Physical),Value (Adjusted),1,1974,,,1974
,,1974,Value,,,,,1,View Single Year,,,DVD Audio,DVD Audio,Value (Adjusted),1,1974,,,1974
,,1974,Value,,,,,1,View Single Year,,,SACD,SACD,Value (Adjusted),1,1974,,,1974
,,1974,Value,,,,,1,View Single Year,,,Download Single,Download Single,Value (Adjusted),1,1974,,,1974
,,1974,Value,,,,,1,View Single Year,,,Download Album,Download Album,Value (Adjusted),1,1974,,,1974
,,1974,Value,,,,,1,View Single Year,,,Kiosk,Kiosk,Value (Adjusted),1,1974,,,1974
,,1974,Value,,,,,1,View Single Year,,,Download Music Video,Download Music Video,Value (Adjusted),1,1974,,,1974
,,1974,Value,,,,,1,View Single Year,,,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),1,1974,,,1974
,,1974,Value,,,,,1,View Single Year,,,Other Digital,Other Digital,Value (Adjusted),1,1974,,,1974
,,1974,Value,,,,,1,View Single Year,,,Paid Subscription,Paid Subscription,Value (Adjusted),1,1974,,,1974
,,1974,Value,,,,,1,View Single Year,,,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),1,1974,,,1974
,,1974,Value,,,,,1,View Single Year,,,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),1,1974,,,1974
,,1974,Value,,,,,1,View Single Year,,,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),1,1974,,,1974
,,1974,Value,,,,,1,View Single Year,,,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),1,1974,,,1974
,,1974,Value,,,,,1,View Single Year,,,Synchronization,Synchronization,Value (Adjusted),1,1974,,,1974
,,1975,Value,,,,,1,View Single Year,,,CD,CD,Units,1,1975,,,1975
,,1975,Value,,,,,1,View Single Year,,,CD Single,CD Single,Units,1,1975,,,1975
,,1975,Value,,$16.2M,,16.2,1,View Single Year,,16.2M,Cassette,Cassette,Units,1,1975,$16M,$16M,1975
,,1975,Value,,,,,1,View Single Year,,,Cassette Single,Cassette Single,Units,1,1975,,,1975
,,1975,Value,,$257.0M,,257,1,View Single Year,,257.0M,LP/EP,LP/EP,Units,1,1975,$257M,$257M,1975
,,1975,Value,,$164.0M,,164,1,View Single Year,,164.0M,Vinyl Single,Vinyl Single,Units,1,1975,$164M,$164M,1975
,,1975,Value,,$94.6M,,94.6,1,View Single Year,,94.6M,8 - Track,8 - Track,Units,1,1975,$95M,$95M,1975
,,1975,Value,,$1.5M,,1.5,1,View Single Year,,1.5M,Other Tapes,Other Tapes,Units,1,1975,$2M,$2M,1975
,,1975,Value,,,,,1,View Single Year,,,Music Video (Physical),Music Video (Physical),Units,1,1975,,,1975
,,1975,Value,,,,,1,View Single Year,,,DVD Audio,DVD Audio,Units,1,1975,,,1975
,,1975,Value,,,,,1,View Single Year,,,SACD,SACD,Units,1,1975,,,1975
,,1975,Value,,,,,1,View Single Year,,,Download Single,Download Single,Units,1,1975,,,1975
,,1975,Value,,,,,1,View Single Year,,,Download Album,Download Album,Units,1,1975,,,1975
,,1975,Value,,,,,1,View Single Year,,,Kiosk,Kiosk,Units,1,1975,,,1975
,,1975,Value,,,,,1,View Single Year,,,Download Music Video,Download Music Video,Units,1,1975,,,1975
,,1975,Value,,,,,1,View Single Year,,,Ringtones & Ringbacks,Ringtones & Ringbacks,Units,1,1975,,,1975
,,1975,Value,,,,,1,View Single Year,,,,,Units,1,1975,,,1975
,,1975,Value,,,,,1,View Single Year,,,Paid Subscriptions,Paid Subscriptions,Units,1,1975,,,1975
,,1975,Value,,,,,1,View Single Year,,,CD,CD,Value,1,1975,,,1975
,,1975,Value,,,,,1,View Single Year,,,CD Single,CD Single,Value,1,1975,,,1975
,,1975,Value,,$98.8M,,98.8,1,View Single Year,,98.8M,Cassette,Cassette,Value,1,1975,$99M,$99M,1975
,,1975,Value,,,,,1,View Single Year,,,Cassette Single,Cassette Single,Value,1,1975,,,1975
,,1975,Value,$1.5B,,,1485,1,View Single Year,1.5B,,LP/EP,LP/EP,Value,1,1975,"$1,485M","$1,485M",1975
,,1975,Value,,$211.5M,,211.5,1,View Single Year,,211.5M,Vinyl Single,Vinyl Single,Value,1,1975,$212M,$212M,1975
,,1975,Value,,$583.0M,,583,1,View Single Year,,583.0M,8 - Track,8 - Track,Value,1,1975,$583M,$583M,1975
,,1975,Value,,$10.2M,,10.2,1,View Single Year,,10.2M,Other Tapes,Other Tapes,Value,1,1975,$10M,$10M,1975
,,1975,Value,,,,,1,View Single Year,,,Music Video (Physical),Music Video (Physical),Value,1,1975,,,1975
,,1975,Value,,,,,1,View Single Year,,,DVD Audio,DVD Audio,Value,1,1975,,,1975
,,1975,Value,,,,,1,View Single Year,,,SACD,SACD,Value,1,1975,,,1975
,,1975,Value,,,,,1,View Single Year,,,Download Single,Download Single,Value,1,1975,,,1975
,,1975,Value,,,,,1,View Single Year,,,Download Album,Download Album,Value,1,1975,,,1975
,,1975,Value,,,,,1,View Single Year,,,Kiosk,Kiosk,Value,1,1975,,,1975
,,1975,Value,,,,,1,View Single Year,,,Download Music Video,Download Music Video,Value,1,1975,,,1975
,,1975,Value,,,,,1,View Single Year,,,Ringtones & Ringbacks,Ringtones & Ringbacks,Value,1,1975,,,1975
,,1975,Value,,,,,1,View Single Year,,,Other Digital,Other Digital,Value,1,1975,,,1975
,,1975,Value,,,,,1,View Single Year,,,Paid Subscription,Paid Subscription,Value,1,1975,,,1975
,,1975,Value,,,,,1,View Single Year,,,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,1,1975,,,1975
,,1975,Value,,,,,1,View Single Year,,,SoundExchange Distributions,SoundExchange Distributions,Value,1,1975,,,1975
,,1975,Value,,,,,1,View Single Year,,,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,1,1975,,,1975
,,1975,Value,,,,,1,View Single Year,,,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,1,1975,,,1975
,,1975,Value,,,,,1,View Single Year,,,Synchronization,Synchronization,Value,1,1975,,,1975
,,1975,Value,,,,,1,View Single Year,,,CD,CD,Value (Adjusted),1,1975,,,1975
,,1975,Value,,,,,1,View Single Year,,,CD Single,CD Single,Value (Adjusted),1,1975,,,1975
,,1975,Value,,$450.1M,,450.146022305,1,View Single Year,,450.1M,Cassette,Cassette,Value (Adjusted),1,1975,$450M,$450M,1975
,,1975,Value,,,,,1,View Single Year,,,Cassette Single,Cassette Single,Value (Adjusted),1,1975,,,1975
,,1975,Value,$6.8B,,,6765.858736059,1,View Single Year,6.8B,,LP/EP,LP/EP,Value (Adjusted),1,1975,"$6,766M","$6,766M",1975
,,1975,Value,,$963.6M,,963.622304833,1,View Single Year,,963.6M,Vinyl Single,Vinyl Single,Value (Adjusted),1,1975,$964M,$964M,1975
,,1975,Value,$2.7B,,,2656.226022305,1,View Single Year,2.7B,,8 - Track,8 - Track,Value (Adjusted),1,1975,"$2,656M","$2,656M",1975
,,1975,Value,,$46.5M,,46.472565056,1,View Single Year,,46.5M,Other Tapes,Other Tapes,Value (Adjusted),1,1975,$46M,$46M,1975
,,1975,Value,,,,,1,View Single Year,,,Music Video (Physical),Music Video (Physical),Value (Adjusted),1,1975,,,1975
,,1975,Value,,,,,1,View Single Year,,,DVD Audio,DVD Audio,Value (Adjusted),1,1975,,,1975
,,1975,Value,,,,,1,View Single Year,,,SACD,SACD,Value (Adjusted),1,1975,,,1975
,,1975,Value,,,,,1,View Single Year,,,Download Single,Download Single,Value (Adjusted),1,1975,,,1975
,,1975,Value,,,,,1,View Single Year,,,Download Album,Download Album,Value (Adjusted),1,1975,,,1975
,,1975,Value,,,,,1,View Single Year,,,Kiosk,Kiosk,Value (Adjusted),1,1975,,,1975
,,1975,Value,,,,,1,View Single Year,,,Download Music Video,Download Music Video,Value (Adjusted),1,1975,,,1975
,,1975,Value,,,,,1,View Single Year,,,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),1,1975,,,1975
,,1975,Value,,,,,1,View Single Year,,,Other Digital,Other Digital,Value (Adjusted),1,1975,,,1975
,,1975,Value,,,,,1,View Single Year,,,Paid Subscription,Paid Subscription,Value (Adjusted),1,1975,,,1975
,,1975,Value,,,,,1,View Single Year,,,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value (Adjusted),1,1975,,,1975
,,1975,Value,,,,,1,View Single Year,,,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),1,1975,,,1975
,,1975,Value,,,,,1,View Single Year,,,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value (Adjusted),1,1975,,,1975
,,1975,Value,,,,,1,View Single Year,,,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value (Adjusted),1,1975,,,1975
,,1975,Value,,,,,1,View Single Year,,,Synchronization,Synchronization,Value (Adjusted),1,1975,,,1975
,,1976,Value,,,,,1,View Single Year,,,CD,CD,Units,1,1976,,,1976
,,1976,Value,,,,,1,View Single Year,,,CD Single,CD Single,Units,1,1976,,,1976
,,1976,Value,,$21.8M,,21.8,1,View Single Year,,21.8M,Cassette,Cassette,Units,1,1976,$22M,$22M,1976
,,1976,Value,,,,,1,View Single Year,,,Cassette Single,Cassette Single,Units,1,1976,,,1976
,,1976,Value,,$273.0M,,273,1,View Single Year,,273.0M,LP/EP,LP/EP,Units,1,1976,$273M,$273M,1976
,,1976,Value,,$190.0M,,190,1,View Single Year,,190.0M,Vinyl Single,Vinyl Single,Units,1,1976,$190M,$190M,1976
,,1976,Value,,$106.1M,,106.1,1,View Single Year,,106.1M,8 - Track,8 - Track,Units,1,1976,$106M,$106M,1976
,,1976,Value,,$0.7M,,0.7,1,View Single Year,,0.7M,Other Tapes,Other Tapes,Units,1,1976,$1M,$1M,1976
,,1976,Value,,,,,1,View Single Year,,,Music Video (Physical),Music Video (Physical),Units,1,1976,,,1976
,,1976,Value,,,,,1,View Single Year,,,DVD Audio,DVD Audio,Units,1,1976,,,1976
,,1976,Value,,,,,1,View Single Year,,,SACD,SACD,Units,1,1976,,,1976
,,1976,Value,,,,,1,View Single Year,,,Download Single,Download Single,Units,1,1976,,,1976
,,1976,Value,,,,,1,View Single Year,,,Download Album,Download Album,Units,1,1976,,,1976
,,1976,Value,,,,,1,View Single Year,,,Kiosk,Kiosk,Units,1,1976,,,1976
,,1976,Value,,,,,1,View Single Year,,,Download Music Video,Download Music Video,Units,1,1976,,,1976
,,1976,Value,,,,,1,View Single Year,,,Ringtones & Ringbacks,Ringtones & Ringbacks,Units,1,1976,,,1976
,,1976,Value,,,,,1,View Single Year,,,,,Units,1,1976,,,1976
,,1976,Value,,,,,1,View Single Year,,,Paid Subscriptions,Paid Subscriptions,Units,1,1976,,,1976
,,1976,Value,,,,,1,View Single Year,,,CD,CD,Value,1,1976,,,1976
,,1976,Value,,,,,1,View Single Year,,,CD Single,CD Single,Value,1,1976,,,1976
,,1976,Value,,$145.7M,,145.7,1,View Single Year,,145.7M,Cassette,Cassette,Value,1,1976,$146M,$146M,1976
,,1976,Value,,,,,1,View Single Year,,,Cassette Single,Cassette Single,Value,1,1976,,,1976
,,1976,Value,$1.7B,,,1663,1,View Single Year,1.7B,,LP/EP,LP/EP,Value,1,1976,"$1,663M","$1,663M",1976
,,1976,Value,,$245.1M,,245.1,1,View Single Year,,245.1M,Vinyl Single,Vinyl Single,Value,1,1976,$245M,$245M,1976
,,1976,Value,,$678.2M,,678.2,1,View Single Year,,678.2M,8 - Track,8 - Track,Value,1,1976,$678M,$678M,1976
,,1976,Value,,$5.1M,,5.1,1,View Single Year,,5.1M,Other Tapes,Other Tapes,Value,1,1976,$5M,$5M,1976
,,1976,Value,,,,,1,View Single Year,,,Music Video (Physical),Music Video (Physical),Value,1,1976,,,1976
,,1976,Value,,,,,1,View Single Year,,,DVD Audio,DVD Audio,Value,1,1976,,,1976
,,1976,Value,,,,,1,View Single Year,,,SACD,SACD,Value,1,1976,,,1976
,,1976,Value,,,,,1,View Single Year,,,Download Single,Download Single,Value,1,1976,,,1976
,,1976,Value,,,,,1,View Single Year,,,Download Album,Download Album,Value,1,1976,,,1976
,,1976,Value,,,,,1,View Single Year,,,Kiosk,Kiosk,Value,1,1976,,,1976
,,1976,Value,,,,,1,View Single Year,,,Download Music Video,Download Music Video,Value,1,1976,,,1976
,,1976,Value,,,,,1,View Single Year,,,Ringtones & Ringbacks,Ringtones & Ringbacks,Value,1,1976,,,1976
,,1976,Value,,,,,1,View Single Year,,,Other Digital,Other Digital,Value,1,1976,,,1976
,,1976,Value,,,,,1,View Single Year,,,Paid Subscription,Paid Subscription,Value,1,1976,,,1976
,,1976,Value,,,,,1,View Single Year,,,Limited Tier Paid Subscription,Limited Tier Paid Subscription,Value,1,1976,,,1976
,,1976,Value,,,,,1,View Single Year,,,SoundExchange Distributions,SoundExchange Distributions,Value,1,1976,,,1976
,,1976,Value,,,,,1,View Single Year,,,On-Demand Streaming (Ad-Supported),On-Demand Streaming (Ad-Supported),Value,1,1976,,,1976
,,1976,Value,,,,,1,View Single Year,,,Other Ad-Supported Streaming,Other Ad-Supported Streaming,Value,1,1976,,,1976
,,1976,Value,,,,,1,View Single Year,,,Synchronization,Synchronization,Value,1,1976,,,1976
,,1976,Value,,,,,1,View Single Year,,,CD,CD,Value (Adjusted),1,1976,,,1976
,,1976,Value,,,,,1,View Single Year,,,CD Single,CD Single,Value (Adjusted),1,1976,,,1976
,,1976,Value,,$627.7M,,627.662284710,1,View Single Year,,627.7M,Cassette,Cassette,Value (Adjusted),1,1976,$628M,$628M,1976
,,1976,Value,,,,,1,View Single Year,,,Cassette Single,Cassette Single,Value (Adjusted),1,1976,,,1976
,,1976,Value,$7.2B,,,7164.052021090,1,View Single Year,7.2B,,LP/EP,LP/EP,Value (Adjusted),1,1976,"$7,164M","$7,164M",1976
,,1976,Value,$1.1B,,,1055.868400703,1,View Single Year,1.1B,,Vinyl Single,Vinyl Single,Value (Adjusted),1,1976,"$1,056M","$1,056M",1976
,,1976,Value,$2.9B,,,2921.623620387,1,View Single Year,2.9B,,8 - Track,8 - Track,Value (Adjusted),1,1976,"$2,922M","$2,922M",1976
,,1976,Value,,$22.0M,,21.970333919,1,View Single Year,,22.0M,Other Tapes,Other Tapes,Value (Adjusted),1,1976,$22M,$22M,1976
,,1976,Value,,,,,1,View Single Year,,,Music Video (Physical),Music Video (Physical),Value (Adjusted),1,1976,,,1976
,,1976,Value,,,,,1,View Single Year,,,DVD Audio,DVD Audio,Value (Adjusted),1,1976,,,1976
,,1976,Value,,,,,1,View Single Year,,,SACD,SACD,Value (Adjusted),1,1976,,,1976
,,1976,Value,,,,,1,View Single Year,,,Download Single,Download Single,Value (Adjusted),1,1976,,,1976
